Comment,Stock,Price,Date,Label
"Like most of you cucks here, I decided to get into trading stocks with 0 background knowledge in finance about 1.5 months ago when everything crashed. Unlike most cucks here, I studied 8+ hours a day and created my own unique investment strategy. Here’s my account statement from April",nan,1.5,"[about 1.5 months ago, April]",1
This was Halliburton Duncan today. USO -0.69 6/1,USO,0.69,[today],1
"DKNG +4.20 for the week. You know what that means, bois, +69.69 for the month! 5/15 30c, 6/19 35c All In!",DKNG,4.20,"[the week, the month, 5/15 30c, 6/19 35c]",1
Started trading last Friday any tips on how to keep the trend going?... Wait wrong sub how do I blow this shit in a day? MVIS/CCL long and PTON call 40 5/8 at $1.36 are trades so far,PTON,$1.36,"[last Friday, a day]",1
"BIOS are going DOWN because stocks are gunna Crash in general, no vaccine is comming out, Bio sector is 1st to Crash therefore LABD only $5.40 will see a high of $20 to $25 easy $$$$",LABD,$5.40,[1st],1
My final week has come. Dis 5/15 101p CHGG 6/19 50p LORL 6/19 17.5p,CHGG,17.5,"[My final week, 6/19 50p, 6/19 17.5p]",1
"Went from $1.5k -&gt; $6.6k with $MRNA calls. Was going to YOLO on more calls Friday morning, but acted like a bitch which cost me ? Amount of tendies.",YOLO,$1.5,[Friday],1
YOLO 1 Day in Update: P/L -66.60%,YOLO,66.60,[1 Day],1
"Five days ago, DKNG was at +4.20, so I picked up some calls. They're now at $4.20 - that's a sign to triple up right?? When DKNG goes to $60, they'll be worth $69.69",DKNG,4.20,[Five days ago],1
UK economy shrank by record 5.8% in March as COVID hit,OVID,5.8,[March],1
PCG 14.5c 5/29 and 19c for September,PCG,14.5,"[19c, September]",1
"📢 ALERT ""WARNING ⚠️ The Market will Crash Down to Absolutely nothing and All will lose there Hard Earn Money!! I work in Wall Street 30 Years we all know!! Sell out In the morning! Buy $LABD it will go from $5.40 to $25.00 to $30.00 =$$$$$$$$",LABD,$5.40,[30 Years],1
"📢 ALERT ""WARNING ⚠️ The Market will Crash Down to Absolutely nothing and All will lose there Hard Earn Money!! I work in Wall Street 30 Years we all know!! Sell out In the morning! Buy $LABD it will go from $5.40 to $25.00 to $30.00 =$$$$$$$$",LABD,$5.40,[30 Years],1
Thoughts on DVAX? Biotech at $3.5 Currently working Corona Vaccine + call volume and premium increased today. Literally can’t go tits up?,DVAX,$3.5,[today],1
So... $77 CALL for $0.16 for this Friday?,ALL,$0.16,[this Friday],1
US retail sales plunge a record 16.4% in April amid COVID-19,OVID,16.4,[April],1
"Got this text from my brother today, he’s been a long time shareholder of ACB (13.67 avg or 164 after the reverse split)",ACB,13.67,[today],1
"Vanguard Group Inc reports 31.49% increase in ownership of CODX / Co-Diagnostics Inc - 13F, 13D, 13G Filings following an orchestrated short attack and ER CC hack",CODX,31.49,[13D],1
Vista Gold (VGZ) Breaks 4-Year Downtrend with a $81 mln market cap and a $1.6 bln NPV mine,VGZ,$1.6,[4-Year Downtrend],1
"you guys are gay🌈no options but Stonks instead bought MFA $1000ish worth of shares 2401 @0.40c Closed at $2.20 for $5282.50 then YOLO $MIST @$1.98 for $5200ish 2761 shares Closed @$3.20 for $9,939.60 NOW buying $UAVS hence that gain do i need go down and show more or what u gay fags 🌈🧡❤️",UAVS,0.40,[2401],1
Wondering is one can exercise USO1 calls? I am sitting on some $3.00 17 July 2020 C. Please advise. Thank you.,USO,$3.00,[July 2020],1
"$4.85 Billion in Sales Expected for salesforce.com, inc. (NYSE:CRM) This Quarter",CRM,$4.85,[This Quarter],1
"BUY TTNP Its going from .25 cents to $1.50 upon News, a Press Release Headed out!!! TTNP =$$$$$ Short SQUEEZE headed here in Massive Volume, I'm doin this 30 years ,I work on wall st NY",TTNP,$1.50,[this 30 years],1
Did I do good bull gang? Only bought today too 0.15 avg. FUCK YOU 🌈🐻 DVAX IS THE NEXT NVAX IN THE MAKING! Vaccine news just released AH,NEXT,0.15,[today],1
Used $57k to make $2.1k or 3% on 0DTE SPX iron condor today. Too risky or can I do this every week?,DTE,$2.1,"[today, this every week]",1
Stock with 1.3 mil daily volume trading at 3$ with 0 Option volume for strike price of $2.50 for NOV 2020 at .60?,NOV,1.3,"[daily, NOV 2020]",1
Stock with 1.3 mil daily volume trading at 3$ with 0 Option volume. No idea why so I got some calls for strike price of $2.50 for NOV 2020 at .60. YOLO,YOLO,1.3,"[daily, NOV 2020]",1
Stock with 1.3 mil daily volume trading at 3$ with 0 Option volume. So I got tons of calls for strike price of $2.50 for NOV 2020 at .60. YOLO,YOLO,1.3,"[daily, NOV 2020]",1
"Take note autists, my YOLO on MVIS cost me 15k. the thing that bothers me most is if i has diversified I would’ve been at 37k collectively (I had NVAX@17.20 and some other vaccine company that doubled)",YOLO,17.20,"[15k, 37k]",1
Luckin Coffee ($LK) - above or below $4.20 this week?,$L,$4.20,[this week],1
"Moderna Inc (MRNA) CFO Kim Lorence Sold 241,000 Shares worth $19,791,361 on May 18 at avg price of $82.12/share -- someone call the SEC",MRNA,$82.12,[May 18],1
TTNP will short SQUEEZE its only. 25 cents now headed to over $1.59 today by eod TTNP =$$$$,TTNP,$1.59,[today],1
My weed stocks (CGC) hit exactly $420.69 today. My life has peaked,CGC,$420.69,[today],1
STOCKS WILL CRASH! Worth $0.00 No Dividends! Banks Will Own The Hotels In 2020. Bankruptcy &amp; Default,ASH,$0.00,[2020],1
"Yesterday I posted advice about $CWH, got called retarded (not the good retarded), and today it went up 7.25%. Why are y'all so toxic?",CWH,7.25,"[Yesterday, today]",1
"Update: I sold that same day for a 1.3k loss, two days later SHOP hits all time high. A true autist",SHOP,1.3,[two days later],1
"Unusual Call Option Activity on Cisco $CSCO for June 12, 48.5 Call",CSCO,48.5,[June 12],1
"The ""flip a coin"" method works! 4k -&gt; 23.6k past month on SPY calls/puts.",SPY,23.6,[23.6k past month],1
TAK gets FDA approval on rare lung cancer treatment. Stocks jumped 3.7% AH. Any idea if this gets traction on tuesday and blows up?,TAK,3.7,[tuesday],1
"Thoughts on DG (Dollar General). Earnings this week and they’ve had a nice little run up. ESP 6.69%, earnings on the 28th. Is it a buy?",ESP,6.69,"[this week, the 28th]",1
"Thoughts on DG (Dollar General). Earnings this week and they’ve had a nice little run up. ESP 6.69%, earnings on the 28th. Is it a buy?",ESP,6.69,"[this week, the 28th]",1
PCG $2.3M Dark pool print yesterday. Position: 9/18 20C 1kV 24K OI. Vote tomorrow,PCG,$2.3,"[yesterday, 20C, tomorrow]",1
"BUY SHIP GOING FROM .12 CENTS TO ,$2.00 Earnings our ne t week expected Excellent =$$$$ https://www.seanergymaritime.com/en/",SHIP,$2.00,[t week],1
"$M call option up 350% from yesterday, I invested $28.00, shame I didn’t though 1k or more at! Some body laughed that I bought Macy’s but laugh at this",$M,$28.00,[yesterday],1
Today's SEC filing from $USO: they lost $2.62 Billion in April,USO,$2.62,"[Today, April]",1
"BUY SHIP GOING FROM .12 CENTS TO ,$2.00 Earnings our next week expected Excellent =$$$$ https://www.seanergymaritime.com/en/",SHIP,$2.00,[next week],1
Achievement unlocked 69.69% bought TSLA and SHOP at the bottom today,SHOP,69.69,[today],1
Does hindsight bias fuck y’all up too? I sold a 41.5 RCL call last week or so for $175 and now it’s at over $1300,RCL,41.5,[last week],1
From 40$ to 1k Within the week DKS 32.5,DKS,32.5,[the week],1
"if SPY isnt under $247.30 by 11/20/20, i will shave my butthole with a straight razor",SPY,$247.30,[11/20/20],1
TQQQ - amazing run turned $100k into $5.3 mil in 10 years... and it's going to do it again.,TQQQ,$5.3,[10 years],1
"Someone feeling UNFI today? 40,000 in premarket @ $18.43",UNFI,$18.43,[today],1
Strategy with 39032% profit in 3.5 years in ETHUSD,ETHU,3.5,[3.5 years],1
"BUY SHIP GOING FROM .12 CENTS TO ,$2.00 Earnings our next week expected Excellent =$$$$ https://www.seanergymaritime.com/en/",SHIP,$2.00,[next week],1
"$FIZN Down 21.15% today, financials look fair. (Disclosure) I don’t own $FIZN, but planning on averaging in. Financials below ⬇️",$FI,21.15,[today],1
"BUY SHIP GOING FROM .12 CENTS TO ,$2.00 Earnings our next week expected Excellent =$$$$ https://www.seanergymaritime.com/en/",SHIP,$2.00,[next week],1
What would you do today to secure your financial future if you were just made aware of a $1.8 million trust fund in your name?,nan,$1.8,[today],1
"My Worst position in my portfolio. Started with Calls sold at $192.50 and rolled them all the way to $280 over one year. Thankfully they haven’t been called away yet and trying to roll them $10-20 every few months. Unfortunately, TSLA’s hype will keep it way overvalued.",TSLA,$192.50,"[one year, every few months]",1
KTOV - Sabby is basically gone. Went from 8.3M shares on May 6 to 400k. Expect a bullish week!,TOV,8.3,"[May 6 to 400k, a bullish week]",1
Sony?? $SNE July 17th $67.50 C,$SN,$67.50,[July 17th],1
SHIP is going from .13 cents to $2.00 Press Releases comming put in a week and Earrings expected EXCELLENT RATED A BUY AND HOLD !!! $SHIP =$$$$$$$,SHIP,$2.00,[a week],1
SHIP is going from .13 cents to $2.00 Press Releases comming put in a week and Earrings expected EXCELLENT RATED A BUY AND HOLD !!! $SHIP =$$$$$$$,SHIP,$2.00,[a week],1
SHIP is going from .13 cents to $2.00 Press Releases comming put in a week and Earrings expected EXCELLENT RATED A BUY AND HOLD !!! $SHIP =$$$$$$$,SHIP,$2.00,[a week],1
ECL P290 ($230M + Position) Expiring Friday (total position $1.9B),ECL,$1.9,[Friday],1
"Over the next week Dow will hold near its 61.8%, SPY up, Nasdaq to 10K for a clean double top, my spy/qqq puts will continue to bleed.. I hate myself for believing in myself",SPY,61.8,[the next week],1
"CRWD Gain Porn - $30,100 - 237.95% - Earnings Tomorrow",CRWD,237.95,[Tomorrow],1
"Graphene Market to Garner $1.36 Bn, Globally, by 2027 at 40.2% CAGR: Allied Market Research",CAG,$1.36,[2027],1
DKNG had 34.41% percent in returns today do you thin I should sell and keep the profits(you know don’t get greedy),DKNG,34.41,[today],1
Retard 21 year old is back. Bought puts on DKNG when it was 8-9% up. Tendies are printing tomorrow. Already down 1.6% after hours.,DKNG,1.6,"[21 year old, tomorrow]",1
SILVER TO THE MF MOON $SLV 6/19 20.00C WILL RETURN $100K FOR LESS THAN $1000 INVESTED IF SILVER CLOSES $21,INVE,20.00,[6/19 20.00C],1
"$ZM now has a higher market cap (63.1B) than DAL UAL ALL LUV JBLU combined (57.2B), with a PE ratio of 6396!",JBLU,63.1,[6396],1
"TACO over 10.00 by October, come on second peak! Wife's boyfriend likes Tacos",TAC,10.00,[October],1
SHIP is going from .13 cents to $2.00 Press Releases comming put in a week and Earrings expected EXCELLENT RATED A BUY AND HOLD !!! $SHIP =$$$$$$$,SHIP,$2.00,[a week],1
"Just a Tip SHIP will go from .12 cents to $1.00 today by end of day, MARK MY POST!!! BUY TICKER SHIP!!",SHIP,$1.00,[today],1
GME earnings on June 9. 55.6million shares short (total outstanding shares = 64.58) sitting at 86% short interest,GME,55.6,[June 9],1
"Just a Tip SHIP will go from .12 cents to $1.00 today by end of day, MARK MY POST!!! BUY TICKER SHIP!!",SHIP,$1.00,[today],1
"Just a Tip SHIP will go from .12 cents to $1.00 today by end of day, MARK MY POST!!! BUY TICKER SHIP!!",SHIP,$1.00,[today],1
AAL up 46%. Time to sell Puts; $3.6K for 1 day expiration,AAL,$3.6,[1 day],1
Bought my first stock yesterday. Put all my chips into VISL yesterday and watched my money more than double overnight. Too bad it was only $50. Still not bad for my first pick. Promptly bought $500 more today at $1.18n.,VIS,$1.18,"[yesterday, yesterday]",1
Yolod my whole stimulus check on $VISLa couple days ago in at 0.72 sitting pretty nicely at $1.50 rn premarket looking for a target range above $2.,VIS,0.72,[couple days ago],1
"FTRCQ a .07 cent stock called frontier communications, is like Buying Amazon 10 Years Ago, this will Hit the Double Digits 16.00 Target Price Authentic =$$$ Buy &amp; Hold FTRCQ",TRC,16.00,[Years Ago],1
UAL 37 Calls went from $0.02 to $12.90 in 4 days.,UAL,$0.02,[4 days],1
"“2.5 MILLION jobs were created in May—the most recorded in a single month, ever!” - The White House",LION,2.5,"[May, a single month]",1
"I bought 6/19 RCL 70 calls a few weeks ago at 0.23 each. 3,400 of them. I sold them yesterday for 0.48... today they are trading 6.45 each.",RCL,0.23,"[a few weeks ago, yesterday, today]",1
Bought 18 shares of AAL at $11.60 last week,AAL,$11.60,[last week],1
"Started at 1.3k last month, Bought 15 AZUL calls this morning to hit 17.5 by 6/19 at .70, currently at 2.18",AZUL,1.3,[1.3k last month],1
9 contracts COTY 6c July 17 up $1000 dollaass bought at .30 each now worth 1.30,COTY,1.30,[July 17],1
$HOME to the moon. Up 13.37% today. It’s a sign.,$H,13.37,[today],1
"KRA 7.5, 10, 15, 20 all OCT expiration KOP 20, 22.5, 25 all SEPT expiration MISC = SNAP, NCHL, DAL",SEPT,7.5,"[10, 15]",1
Do I dump my UNFI 6/19 22.5c,UNFI,22.5,[6/19 22.5c],1
YOLO on my first option trade ever. I literately had no idea what I was doing. I just saw my contracts worth a penny and then they were worth something so I sold out real fast. Bought $3 and $2.5 HTZ Puts expiring Friday. What happened?,YOLO,$2.5,[Friday],1
"FED REPORT: Federal reserve to keep interest rates at near 0% until 2022. Expects GDP to contract -6.5% by this years end, but also expects unemployment to fall to 9.3% by the end of this year. Expects 5% GDP turn-around bump in 2021.",POR,6.5,"[2022, this years end, the end of this year, 2021]",1
How should I spend my tendies tomorrow? 6.5k 6/12 23c MGM,MGM,6.5,[tomorrow],1
"COTY will hit $6.5 by friday, or my gender ain't male.",COTY,$6.5,[friday],1
"So, I forgot I had an order to sell until close from last week, for SPY 290p at 0.5$ ... 🤬",SPY,0.5,[last week],1
BREAKING: Stocks suffer worst day since March with Dow plunging 6.9%,BREA,6.9,"[worst day, March]",1
I’d like to thank u/RogueRAZR for saving my portfolio today. I saw his post this morning with his UVXY gains. I decided to sell all my calls that I was 30-50% down on and YOLOed 3.6k on UVXY calls.,UVXY,3.6,[today],1
What's WSB thinking about when SPY loses 5.76% in one day?,SPY,5.76,[one day],1
BABYF is a penny stock ($1.18 rn) with product demo for investors on June 15,BAB,$1.18,[June 15],1
"Premarket futures on Thursday were DOWN -1.75% on Thursday, which led to a total loss of -6.90% by market close. Currently, premarket futures are UP +1.75% which makes me think we will recoup all of Thursday’s losses on Friday (today).",DOW,1.75,"[Thursday, Thursday, Thursday, Friday]",1
"Small time trader, big time autist. Sold my 34.5c PFE 6/12 puts at the arrow... I do not have those 💎👐🏼. That’s about $250 missed tendies so far in the last half hour with more to come by EOD.",PFE,34.5,[the last half hour],1
8.1K SPY YOLO 6/26 306C,YOLO,8.1,[306C],1
"VISL was an $8.00 a few months ago, BUY IT ONLY .77 CENTS Hold soon as a PRESS RELEASE IS OUT we see $5.00 easy maybe even more BUY VISL=$$$$$$$",CENT,$8.00,[a few months ago],1
"VISL was an $8.00 a few months ago, BUY IT ONLY .77 CENTS Hold soon as a PRESS RELEASE IS OUT we see $5.00 easy maybe even more BUY VISL=$$$$$$$",CENT,$8.00,[a few months ago],1
TSLA new all time high tomorrow? $30.8k YOLO,TSLA,$30.8,[tomorrow],1
UONE + 235.86% today... BLM,UONE,235.86,[today],1
"May 15: Retail sales down 16.4%, SPY= up 1%, gap up AH. June16: Retail Sales UP 17.7%, SPY= 2.5%, gap up AH?",SPY,16.4,[May 15],1
HEAR CALLS. 01/15 17.5 and 10/16 20$,ALL,17.5,[17.5],1
"OZSC has a bid in to get a contract, we all think there gunna get it, this was a $60.00 stock last year, if they succeed 🙏 this will make people multi millions =$$$$$ its only a penny now this will be like Buying in the next Amazon at the very beginning BUY &amp; HOLD OZSC =",ZSC,$60.00,[last year],1
"Beijing Closing Schools on COVID surge, Florida cases rise 3.6% vs. previous 7 day avg of. 2.5%",OVID,3.6,[7 day],1
"OZSC has a bid in to get a contract, we all think there gunna get it, this was a $60.00 stock last year, if they succeed 🙏 this will make people multi millions =$$$$$ its only a penny now this will be like Buying in the next Amazon at the very beginning BUY &amp; HOLD OZSC =$$$",ZSC,$60.00,[last year],1
CLRO Video Conferencing Hardware Innovator - Up 28.79% during first day of presenting new tech at InfoCom 2020,CLRO,28.79,"[first day, 2020]",1
OZSC only a 1 cent stock will be like Buying the next Amazon Years ago when it 1st came out its a penny now headed to $5.00 Buy &amp; Hold OZSC =$$$$$$,ZSC,$5.00,[Years ago],1
Sold my 1st option ($BA) today for $1.6K profit,$BA,$1.6,[today],1
"dont feel bad for missing UONE, a 10% owner sold 4mil shares for 0.75 cents just a few days ago",UONE,0.75,[just a few days ago],1
"PurpBULL- JOE the ""MEG"" Megibow is crushing it as PRPL's CEO- 2.2M to 2.5M in a matter of a week - DD inside - Rainbow BEARS, make sure your first is on a purple Mattress. $PRPL",PRPL,2.2,[week - DD],1
What happened to the fellow retard that Yoloed 30.8k to TSLA 1100 6/19 calls?,TSLA,30.8,[1100],1
INVVY will hit $35.00 to $50.00 by tomorrow Mark this post im on Wall Street 30 years now!! Buy &amp; hold fast 💰 Money $$$$$,INV,$35.00,[30 years],1
If MGM ends next week at 22.5 or above I will drink my own urine and run a marathon right after,MGM,22.5,[next week],1
I was watching the trump pump towards the end of the day and I decided to YOLO a play so I overdrafted my bank acount -$309 to buy 3 6/22 1.06C 315. Either bankrupt or tendies.,YOLO,1.06,[the end of the day],1
"DIX is over 0.50, calling it now, SPY will end green tomorrow or I do the most upvoted thing in the comments and film it",SPY,0.50,[tomorrow],1
"VISL a tip to triple your money 💰 today in a bad market BUY VISL only .80 cents will go to $3.00 by end of day today =$$$ Guaranteed Mark it, Merger !!! Press release out VISL =$$$",VIS,$3.00,"[today, end of day]",1
"VISL a tip to triple your money 💰 today in a bad market BUY VISL only 76 cents will go to $3.00 by end of day today =$$$ Guaranteed Mark it, Merger !!! Press release out VISL =$$$",VIS,$3.00,"[today, end of day]",1
TIP: VISL going from .75 cents to opening Monday @ $2.00 Rated A BUY &amp; HOLD VISL=$$$$$$$,VIS,$2.00,[Monday],1
Who else took home some gains from BYFC today? 4k shares bought at 1.72 and sold at 6.5,BYFC,1.72,[today],1
"Darden Restaurants estimated, -43.9% EPS estimates with ER this Thursday pre-market.",EPS,43.9,[Thursday],1
($CRSP ) - PT 105.00 (Today's Close 75.00-ATH) Wanted to share a win for CRISPR on promising results for Sickle Cell CURE!,CRIS,105.00,[Today],1
"Get those PLUG puts while they're hot!! Just hit an all time high, so I figure they have to come down atleast a bit over the next few weeks. I've got one for 2 weeks out at 7.01",PLUG,7.01,"[the next few weeks, 2 weeks]",1
HTZ- sold the Jan 2022 $1.5 put at $1.2,HTZ,$1.5,[Jan 2022],1
"Tops will hit $2.00 only .14 cents now Guaranteed, there's a PR HEADED OUT soon, Load up buy as much as u can im doing this 20 years, its a Very solid Company, so undervalued now!! TOPS =$$$$$With oil Going up they will make a killing at such low prices!!!!",TOPS,$2.00,[this 20 years],1
"Tops will hit $2.00 only .14 cents now Guaranteed, there's a PR HEADED OUT soon, Load up buy as much as u can im doing this 20 years, its a Very solid Company, so undervalued now!! TOPS =$$$$$With oil Going up they will make a killing at such low prices!!!!",TOPS,$2.00,[this 20 years],1
"Tops will hit $2.00 only .14 cents now Guaranteed, there's a PR HEADED OUT soon, Load up buy as much as u can im doing this 20 years, its a Very solid Company, so undervalued now!! TOPS =$$$$$With oil Going up they will make a killing at such low prices!!!!",TOPS,$2.00,[this 20 years],1
"TOPS will hit $2.00 only .14 cents now Guaranteed, there's a PR HEADED OUT soon, Load up buy as much as u can im doing this 20 years, its a Very solid Company, so undervalued now!! TOPS =$$$$$With oil Going up they will make a killing at such low prices!!!!",TOPS,$2.00,[this 20 years],1
"I love penny stocks,, i have been trading them for Years now &amp; made quite a bit of money on them. TOPS will hit $2.00 only .14 cents now Guaranteed, there's a PR HEADED OUT soon, Load up buy as much as u can im doing this 20 years, its a Very solid Company, so undervalued now!! TO",TOPS,$2.00,"[Years, this 20 years]",1
Just bought 3 millishares of BRK.A. in 5 years it might be worth about $1.50,BRK.A,$1.50,[5 years],1
SPY 420 calls for April 20th 2021 were selling for $0.69 this morning. Couldn't resist.,SPY,$0.69,[April 20th 2021],1
"TOP a shipping Company in Greece, it hit the lowest @ .13 cents now that Travel is back and Oil is Going Back up this will Hit $10.00 again!! Its Rated a Very Strong BUY 💪 and Hold BUY TOPS =$$$ EARRINGS OUT IN 9 DAYS, EXPECTED EXCELLENT!!!",TOPS,$10.00,[9 DAYS],1
"$IDXG getting in on Covid Antibody Test game...up 23% AH...4 million float, 5.23 now could fly 10+ with announcement tomorrow. LFG!!!",IDX,5.23,"[10+, tomorrow]",1
"Thanks for $ROPE checks after my huge L on my $44K short of $NKLA, $350K -&gt; $1.1M in 90 days is helping me move on",ROPE,$1.1,[90 days],1
AITX A COMPANY CALLED ARTIFICIAL INTELLIGENCE!! will climb from .02 cents to $1.00 by next week!! It replaces human security guards!! And There's a MERGER &amp; PR Headed out! Rated a Strong 💪 BUY AND HOLD,COMP,$1.00,[next week],1
AITX is a penny stock. 1 in a billion thats only .02 cents headed up to Over $2.00 they sell Artificialintelligents regarding wearing masks for COVID 19 this stock is like buying the next Amazon Years ago!!! AITX =$$$$,OVID,$2.00,[Years ago],1
I'M 14 YEARS OLD HISPANIC AND HAVE ALMOST 2K. DADDY MUSK PROPELLED ME TO MARS TODAY AFTER I BOUGHT 1 CONTRACT OF TSLA 7/17 1680c AT $5.45 I'M I CONSIDERED A DEGENERATE AT MY AGE? P.S DON'T TELL MY DAD,ROPE,$5.45,"[14 YEARS OLD, 7/17 1680c]",1
AITX is a penny stock. 1 in a billion thats only .02 cents headed up to Over $2.00 they sell Artificialintelligents regarding wearing masks for COVID 19 this stock is like buying the next Amazon Years ago!!! AITX =$$$$ https://roboticassistancedevices.com/hso-mask-detection/,OVID,$2.00,[Years ago],1
“Transferred” 5k into Rh for the instant deposit. Yolod 3.5k in TSLA 7/10 1800 calls. Fuck I wish I would’ve held overnight.,TSLA,3.5,[7/10 1800],1
Yolod 3.5k in TSLA 7/10 1800 calls,TSLA,3.5,[7/10 1800],1
Is TSLA gonna hit +420.69 for the week???,TSLA,420.69,[the week],1
TSLA (C) 1860 - Average Price $4.70 / WISH ME LUCK!,TSLA,$4.70,[1860],1
TOPS is a Steal at this point!! It will triple or quadruple by next week RATED A STRONG 💪 BUY AND HOLD!!! TOPS will go to $1.00 by end of weeks =$$$$,TOPS,$1.00,"[next week, weeks]",1
"At 10:07AM (7:07 PST) today, NVDA has reached an all time high of $420.69",NVDA,$420.69,"[10:07AM, today]",1
The NASDAQ closed up 69.69 today. Nice.,SDA,69.69,[today],1
"Lot of $TSLA flooding this sub rn, but there are currently ~3.5k+ contracts of 2500c 7/17 in open interest",TSLA,3.5,[2500c 7/17],1
Sold PTON 7/17 38c in April for $2.55,PTON,$2.55,"[7/17 38c, April]",1
"$1500 to $87K, about to be $200K after next week...$MGM calls $1500-$12K, $IDEX shares $12K-$36K, penny trading flop $36K-$18K, and $SOLO/$NIO/$MSFT/$WMT calls $18K-$87K this past week alone...holding 196 $WMT 125c 7/24 3.25 premium...over $100K FRI until some prick sold a truckload $WMT at close.",MSFT,3.25,"[next week, this past week, 7/24 3.25]",1
Thank you AMZN and TSLA for the past 2 weeks. Was at 1.2k before I started...unreal.,TSLA,1.2,[the past 2 weeks],1
"First time trading options - PFE JUL 31, 2020 38.00 CALL",ALL,38.00,"[31, 2020]",1
VXRT august 21 15 calls yolo 25 at 4.05,VXRT,4.05,[august 21],1
"-$800-&gt;$5000 in 2 days (BA $172.5C 7/24, ESNT $30C 7/17, RTX $58C 7/24, yolo AMD $56P 7/24)",ESNT,$172.5,[2 days],1
AAL the DD you need ;) 7/17 14.5c will print,AAL,14.5,[7/17 14.5c],1
AAL 14.5c 7/17 will print!,AAL,14.5,[14.5c 7/17],1
"#PENNYSTOCKS ALL UNDER VALUED WILL GO UP 500% TO 1,000 % PERCENT GAINS #Stockpicks FOR THIS WEEK OF JULY 16TH 2020 #Pennystocks #STOCKMARKET THESE ARE THE HOTTEST ONES 🔥 😍 BELOW: THAT WILL SKYROCKET!! BUY BUY BUY ALL WILL SURELY SUPASS $1.00 BUY LOW SELL HIGH HERES MY LIST #BYOC #PACD #OZSC #AI",KMAR,$1.00,"[THIS WEEK OF JULY 16TH, 2020]",1
"#PENNYSTOCKS ALL UNDER VALUED WILL GO UP 500% TO 1,000 % PERCENT GAINS #Stockpicks FOR THIS WEEK OF JULY 17TH 2020 #Pennystocks #STOCKMARKET THESE ARE THE HOTTEST ONES 🔥 😍 BELOW: THAT WILL SKYROCKET!! BUY BUY BUY ALL WILL SURELY SUPASS $1.00 BUY LOW SELL HIGH HERES MY LIST #BYOC #PACD #OZSC #A",KMAR,$1.00,"[THIS WEEK OF JULY, 2020]",1
"#PENNYSTOCKS ALL UNDER VALUED WILL GO UP 500% TO 1,000 % PERCENT GAINS #Stockpicks FOR THIS WEEK OF JULY 17TH 2020 #Pennystocks #STOCKMARKET THESE ARE THE HOTTEST ONES 🔥 😍 BELOW: THAT WILL SKYROCKET!! BUY BUY BUY ALL WILL SURELY SUPASS $1.00 BUY LOW SELL HIGH HERES MY LIST#$$$$ #BYOC #PACD #O",KMAR,$1.00,"[THIS WEEK OF JULY, 2020]",1
"It’s not honest work, but it’s much. $CCL 15.5p 7/17, $AZN 75c 1/21, $AZN *shares*",$CC,15.5,[15.5p 7/17],1
SPY with the $4.20 intraday move today...nice,SPY,$4.20,[today],1
MRNA executives dumped another $3.2MM of shares over the weekend,MRNA,$3.2,[the weekend],1
"Thank you lovely retards on homeschooling me on options.10k to 20k 4.5mo. See you all at my next milestone of 200% 🌈. Shout out to Allstate for my 10k total loss check 🍒 (pt1/7) current holdings: BAC 25c, KEYS 97.5c, AXP 97.5c",KEYS,4.5,[25c],1
"I make pipes for a living and felt compelled to commemorate my loss porn as a bowl. (Lost most on BAC $19.5p 5/22 , SPY $2.76p 5/18)",SPY,$19.5,[5/18],1
Asia markets to fall on China vow to retaliate against U.S. Big tech may take another hit tomorrow. MSFT Put 202.50 7/24,MSFT,202.50,[tomorrow],1
Thank you Sue Bae 🙏. Knew AMD would shoot up once INTC reported earnings. 180 $61 calls purchased right before close yesterday. $4.5K —&gt; $105K,INTC,$4.5,[yesterday],1
"TSLA Gains gay mods didn't let me post, 2.7k -&gt; 36k. Was 2 1620s bought on 7/10 sold on 7/14. Got my money parked in PSTH/U now",TSLA,2.7,[2 1620s],1
"TSLA 7/17 1620c's bot 7/10, sold 7/13. 2.7k -&gt; 36k Roth gains",TSLA,2.7,[7/17 1620c's],1
AMD paid $1.05 for a slug of the Aug 85 calls into earnings tomorrow,AMD,$1.05,[tomorrow],1
MVIS (+666% over 3 months) is under $2.00 if anyone is looking for a lazy stock position today.,MVIS,$2.00,"[3 months, today]",1
"Did my research, first day of trading, bought in for $800...apparently I’m not as fucking autistic as you cock knoblers. Fuck you QQQ 7/31 265c @1.27 OTM, I thought you were my safe bet, fucking doosh-canoe.",QQQ,1.27,[first day],1
"$KODK Jan 15th, 2021 $12.5 Calls",KODK,$12.5,"[Jan 15th, 2021]",1
From $500 to $17.5k in 5 days. Never say never. Thanks to AMD gang and KODK pump train.,KODK,$17.5,[5 days],1
From $500 to $17.5k in 5 days. Never say never. Thanks to AMD gang and KODK pump train 🚀,KODK,$17.5,[5 days],1
$AZN Astrazeneca blows away earnings. Maintains full year guidance. PM gapped up 2.7%,AZN,2.7,[Maintains full year],1
YOLO - SPY Put 28.97% - Sold Today,YOLO,28.97,[Today],1
YOLO - BOUGHT Yesterday SPY PUT 28.97% SOLD TODAY,YOLO,28.97,[Yesterday],1
SPY PUT - Bought Yesterday - Sold 28.97% today ! Only Shit Post works for me !,SPY,28.97,"[Yesterday, today]",1
"YOLO - Bought SPY Put 28.97% - Sold Today, Auto mod blocking my post always - Shit post",YOLO,28.97,[Today],1
