"I've been wating for a dip and decided to get into QQQ today. ""CALL QQQ 165.00 EXP 04-20"" its up 1 pct but I have high hopes we'll be deeply into the red by tomorrow. ",QQQ,165.00,04-20,1
Just put my last in NVDA 11/02 247.5C lol... I'm just going to turn my phone off and hope ,NVDA,247.,11/02,1
11/9 ILMN calls $360. Lost my options virginity ,ILMN,360,11/9,1
QQQ $169 Puts expiring 3/22   Let’s go brother,QQQ,169,3/22,1
What are you holding? I have $265 Spy puts that expire monday. I think I need it to be around 264.5 to break even now ,Spy,265,monday,1
"Yep.  Some dude on here talked me into $5 F puts for next June, I'm still thinking it's a win :)",F,5,June,1
"&gt; AMZN to $4000 9/20  is this true? i just bought 9/20 $4000 calls (??) whatever those are lemme know what u think  edit: my money went up but robinhood isn't letting me sell my calls because it says ""there are no buyers"" wtf??? did robinhood just take my money i thought there were no fees with this app????",AMZN,4000,9/20,1
"**$FCX DEC $12 Calls**    **$PYPL Nov 29 $104 Calls**   Way more confident in the FCX play but I think these are both going to print tendies. Citigroup has a presentation for paypal on 11/13, no clue what it's about but there were a ton of buys on thurs/friday for that strike/expiration.",FCX,12,DEC,1
I see you posted a link. That’s enough DD for me. $20 BMT put. Wish I had gotten in on GGAL on 8/9 - holy crash,BMT,20,8/9,1
Got TSLA 1/18 360 call for 4.25! 😇,TSLA,360,1/18,1
8/17 $70 $MU take my energy,MU,70,8/17,1
"3 days ago, picked up FCAU 7/5 13.50 puts for about 0.50 premium. at the time of my my original comment they were going for 1.00.",FCAU,13.50,7/5,1
Hoping my pleb play on $6 nokia calls for next Friday works out,pleb,6,next,1
I got 4/20 $11 AMD calls and im a meme faggot that should kill myself,AMD,11,4/20,1
LMAO $41 6/21 calls. I hope you're right because that means my shares are returning near 300% but that's some MU $90 level autism shit. There's are reason they're under .10 with less than 1.5k OI.,LMAO,41,6/21,1
How fucked are my 7/26 fb $215 calls?,fb,215,7/26,1
"Had some 2/8 DIS $113 calls. They were up 25% at close, celebrated too early.. how bad will IV crush get me? Current price is only about 30 cents above close.  ",DIS,113,2/8,1
"You're no doubt right, wondering if I should just buy ITMs or put a bit of risk into it with a $175 4/20. Set my alerts today and had to walk away to pee, both went off signaling a bull run lol. ",ITMs,175,4/20,1
LRCX tomorrow and Intel day after that. I picked up AMD $18 puts for 2/15.  If one semi gives bad guidance then it will take all companies down with it.,AMD,18,2/15,1
"The bid ask spread is way tighter in AAPL. If you like it tight and I know you do, then buy AAPL $300 Dec 2019 calls",AAPL,300,Dec 2019,1
9/20 AAPL 217.5 call if it can sail north after the total dick flop today.,AAPL,217.5,9/20,1
"Not him, but i have 6/21 AMD $29 and $30 calls.  I was expecting a trade deal bump and then computex.  Same advice?",AMD,29,6/21,1
7/20 $65 baybee,bay,65,7/20,1
ATVI $75 9/14 calls. Easiest money you'll make.,ATVI,75,9/14,1
Wait until BYND catches support between $144-$148 and then buy $157.50 Calls with an expiration of  7/05/19.   Thank me later an let me give you my PayPal. I'll take 13%.,BYND,157.50,7/05/19,1
"Sold my AMD shares at $33.6 yesterday, now my 7/12 32.5P are starting to rise from the dead.",AMD,33.6,7/12,1
$90 8/31's arnt for sale.  $80 is the max that a good call? ,arnt,90,8/31,1
Lol I'd likely do something like Jan 15th SPY calls @ 197  $60 for the calls   $10 for the trade   $2 for lube   $28 for a bottle of Glenlivet 12 ,SPY,60,Jan 15th,1
Brought DIA 251 C 11/2 and QQQ 175 11/2 with high expectation of blockbuster earnings from AMZN. Gr8 lesson to always think about what if on the wrong side......futures look bloody ,DIA,251,11/2,1
"Bought my first call ever on Friday, AAPL 5/4 @167.50. I think I'm going places thanks to you faggots so I'm wiring more cash over.",AAPL,167.50,5/4,1
400 AMC calls - March 2020 $8 strike...avg is .54 cents  I feel like I automatically win  Still holding...,AMC,8,March 2020,1
Bag holding DIS 12/6 155 calls because volatility is back baby!!,DIS,155,12/6,1
I just bought 10 contracts of SHOP 370 2/21/2020 puts. 35k. Let's make fucking money.,SHOP,370,2/21/2020,1
FB $215 Put 10/19,FB,215,10/19,1
snap calls? I get there will probably be a bounce after the ER but I'm not that confident itll stick long enough to sell them friday morning  I have $5 puts for 12/21,snap,5,12/21,1
Or my MU $70 calls for 6/21?,MU,70,6/21,1
"QQQ 6/21 $181.5 Puts, UVXY 6/28 $34 calls, 1000 shares TVIX...... Im ready for the recession I think?",QQQ,181.5,6/21,1
Are my AMTD November $40 calls just dead?,AMTD,40,November,1
"To be fair though, the last couple days of AH have seen AMD shoot straight up so maybe this is a sign it could go down.   Hoping it continues the upward trend though, I was stupid enough to hold onto my 8/31 $23 calls. ",AMD,23,8/31,1
Should I hold my 9/6 ATVI 52 calls??,ATVI,52,9/6,1
Bought AMD 15.50 March 10 calls ,AMD,15.50,March 10,1
2k calls for Starbucks 8/2 $91,Starbucks,91,8/2,1
$F keeps chugging right along. Made a little bit on shares over the weekend and have some $9.50 12/27 calls,F,9.50,12/27,1
Pray for a pre market $NIKE miracle and recovery to save my $85 9/28 calls.. ,NIKE,85,9/28,1
"Profited on $T $32 10/26 puts I bought at $.28 and sold at $2.17. Literally was the last of my money after going through $600 in 2 weeks. Chump change, but we gotta start somewhere.   Thinking of getting $HD $200 11/16 calls if they’re around $.25",T,32,10/26,1
"292puts 10/18  it was $300 I don't really want to lose, YOLO",292,300,10/18,1
Amzn 1900 4/12,Amzn,1900,4/12,1
JNJ $131 Calls 10/25,JNJ,131,10/25,1
Trying for tqqq 133 dec 15 calls. ,tqqq,133,dec 15,1
I am so fucking glad I kept on to my $MSFT $104 calls. Had 3 with an expiry of 2/8 and 2 with an expiry of 2/15. Already sold 1 of the 2/8 contracts for a nice profit; now wondering if I should let the other 2 ride or cash out. ,MSFT,104,2/8,1
Almost $600 total from my TD and Tradeking on LCI calls for Feb 17.,LCI,600,Feb 17,1
I’ve got some Feb 9 187.50 FB calls I bought for $3.8. Looking good at the moment. You’re saying I shouldn’t gamble earnings? 🤔,FB,187.50,Feb 9,1
"Mary J stonks on fire sale.... CRON showing 4.5 P/E on RH? In today's age of insane pricing valuations, how is this not a good move? Thinking of April 2020 calls or further.",CRON,4.5,April 2020,1
Holding these 1/22 $256 SPY puts I bought Thursday when SPY was $260.   Guess I'll be spending the weekend finding out how to cope with autism.   ,SPY,256,1/22,1
Csco 49 calls exp 8/23,Csco,49,8/23,1
So glad i held these 1/11 $17 AMD puts over the weekend...,AMD,17,1/11,1
$APPL $120 Puts Feb 17 lmao,APPL,120,Feb 17,1
"Balls to the wall on $20 FSLY calls expiring Friday, bought at 19 bucks today. Thoughts?",FSLY,20,Friday,1
"If anyone wants to buy any more YHOO Oct $50 calls I will personally sell them to you, FINRA be damned.  ",YHOO,50,Oct,1
Sold some $288 5/22 $SPY calls.   You’re welcome bull gang 🐮,SPY,288,5/22,1
I just bought MU 90 7/20s,MU,90,7/20s,1
how PLNT survived this market and is still near ATH is beyond me.  i still remember paying a retarded premium on its high IV pre ER and getting wiped on my Jun $45 calls (which went ITM but didn't matter since I paid ludicrous IV),PLNT,45,Jun,1
been holding a few tsla 345 Jan 31st call since Dec 03 so I have no choice..,tsla,345,Jan 31st,1
Wait.... So. What this gif is saying is that I SHOULDNT have triple downed on MU $52 8/24 calls this morning? ,MU,52,8/24,1
Oh I did but they executed before the option shot up. BA $400 call 4-5,BA,400,4-5,1
Bro the volume on INTC 2/15 $52.5c was 46k I thought someone knew something.... Fuck FOMO,INTC,52,2/15,1
SPY 287 10/12 calls.,SPY,287,10/12,1
Bought SPY $272 11/30 calls at $1.23 because fuck it,SPY,272,11/30,1
SPY $296 5/8,SPY,296,5/8,1
Bought nvda 131 put 5/16,nvda,131,5/16,1
UNP $140 C 7/20  This could be interesting considering I’m working in an area with bad coverage and no wifi.,UNP,140,7/20,1
might buy some BABA october $190 calls,BABA,190,october,1
AMD $19 12/21 ,AMD,19,12/21,1
Hold my QQQ 176.5 12/7 call. ,QQQ,176.5,12/7,1
All in on NIO $9 calls with nov 16 expiry.  Tell me why I’m stupid,NIO,9,nov 16,1
I'm a clown that followed the AMD DD for this month's earnings. $35 calls expiring 10/25  Why I trusted that post is beyond me. Still holding 'cuz I already lost most of it anyway..,AMD,35,10/25,1
"SPY $375 1/15/21  Trumps gonna win, recession canceled.  Free fed money.  Market goes ballistic.",SPY,375,1/15/21,1
4/13 puts at $10 on amd,amd,10,4/13,1
10/12 152.5 lmao,lmao,152.5,10/12,1
"intel up a little after this too, pls $54 call 6/22 make it rain",pls,54,6/22,1
Apple 5/17 195calls and 3/29 $200 lottos ,Apple,200,5/17,1
Sold 53 AAPL 1/19/18 185.0 calls at 1.72. Average cost of 1.47 from mid june. Was in the red for awhile so walking away with 1300 profit is good enough. Might go back into some 2019 leaps this wee before earnings..undecided. Of course this is in my Roth IRA which I wasnt supposed to fuck around with options in...but tax free gains right?  **ah fuck this is the tomorrow thread... ,AAPL,185.0,1/19/18,1
Spy calls for Monday. $292 &amp; $293.,Spy,292,Monday,1
"Finished studying AMBA. Definitely interested in a trade here but too little volume on options. If anything, JAN 2016 $70 are my best bet. Will keep you updated on monday.",AMBA,70,JAN 2016,1
"Should I just pussy out and sell my $34 8/10 TWTR calls, or hold to 0? Already down 50%, fucked by IV crush, and the stock price isnt recovering as fast as I thought. ",TWTR,34,8/10,1
"Fuck it I'm HOLDING!  I bought 4 calls in October and watched with glee as MU hit 50.  Then as it dropped I bought more on the way down.  Ended up taking a loss on those calls and made up for it by selling one of my October calls.    With three calls left, I bought a January 19 $42 call near the bottom.  Was up 100% a few days ago, now down -50%.  I don't give a fuck.  I'm just going to let it expire worthless and hold my LEAPS until next fall.  I was so close to capitulation, but I'm holding on to this shit out of pure stubborn anger.  This company is killing it.  The market will wake up eventually.",MU,42,January 19,1
I bought 2k worth of CRON $10 4/20 calls cuz 4/20. If those go up count me in.,CRON,10,4/20,1
TQQQ $53 3/29 puts 🍷,TQQQ,53,3/29,1
"I bought some 11/1 $70 calls for like $1.10,  so you know for sure CRWD is fucked until at least November",CR,70,11/1,1
ORRRR Tesla 7/19 calls for $420.... now thats a fucking gamble,ORRRR,420,7/19,1
Got my last 1.5k in SPY 308 puts 11/15 cuz everyone sayin uppies and I hate money,SPY,308,11/15,1
"I'm gonna roll 2 dice 11 times.  If even numbers are rolled more than I'll go with spy calls. Odd number is spy puts. The average of the rolls will then be divided by 10 to determine the % change. For example, if the average is 11. I will add/subtract a 1.1% change in SPY to determine the nearest strike price. To keep it simple I'll just say the contract expires next Wednesday. Stand by for results.  Edit: 303.50 8/07 calls",spy,303.50,8/07,1
I’ve got 19 5/22 $SPY C $287....  Debating on waiting for housing data like a true autist,SPY,287,5/22,1
TLT $90 Sept calls looking so fucking juicy its unreal,TLT,90,Sept,1
this means $SPY 2020 calls on Monday is the play right?,SPY,2020,Monday,1
"Ah fucking christ, that was beautiful. How did you make out?   Nothing better than crushing these trades. Now I moved some cash over to VIX March $20 Puts btw",btw,20,March,1
"smh, I have 6/8 $14 puts that I hope got ITM. #PutLivesMatter ",smh,14,6/8,1
Bad: I bought 6/13 SPY $275 puts at close.  Good: they were a hedge against my more plentiful 7/20 SPY $285 calls,SPY,275,6/13,1
I'm currently holding 12/28 $1650 AMZN calls I picked up on Friday. I am going to hold them through the Fed announcement this week.,AMZN,1650,12/28,1
I'm debating cutting my 11/15 SBUX $84 calls here--it's break-even from my entry. Should I diamond hands it?,SBUX,84,11/15,1
Feels good to be in all cash other than a few 12/21 $7 GE puts. Debating on whether or not I should ruin this good feeling and pick up some options today with no day trades left until tomorrow.,GE,7,12/21,1
When should I get out of my $TSLA 8/9 $245 calls? (Up 55% right meow),TSLA,245,8/9,1
Sold fsly nov 15 $21 calls gonna watch ppl profit take tomorrow then watch selloff up until lockout next Wednesday laughing all the way to the bank,fsly,21,nov 15,1
Target?  $90 Price Target?  $MU PRiCe tArGEt?  MU 8/24 90c ConFiRMeD,MU,90,8/24,1
I have a msft 135 jan call im up 40% should i sell?  ,msft,135,jan,1
FB 202.50 call exp 7/20 AMZN 1750 call 7/20 AMZN 1820 call 7/20,FB,202.50,7/20,1
AAPL PUT 190 02/11/18 thank me later,AAPL,190,02/11/18,1
Hope my 10/05 BA 360 puts don’t bite me in the ass,BA,360,10/05,1
I have 20 $14 and 20 $15 amd calls expiring feb 16 yolo.  ,amd,14,feb 16,1
AAPL 120 JAN 13 Call,AAPL,120,JAN 13,1
I bought MSFT 139 7/19,MSFT,139,7/19,1
"DONT INVEST MONEY YOU CAN AFFORD TO LOSE.  WHAT PART OF THIS FUCKING RULE DO YOU FAILED AUTIST'S NOT KNOW? ITS NOT FUCKING CHINESE. ITS PLAIN SIMPLE ENGLISH.  IF YOU CAN'T PISS AWAY $2500 ON SOME $46 CSCO CALL OPTIONS EXPIRING APRIL 13TH ON THE DAY CUCKERBERG FUCKED UP, THEN YOU SHOULD GFS.",CSCO,46,APRIL 13TH,1
I've got GE $8 2/1 puts so gonna ride it tomorrow maybe.  We'll see what open looks like.  ,GE,8,2/1,1
"lolz, picked up 30 contracts 9/21 $48 puts this morning. Up 16%.",lolz,48,9/21,1
"The only thing that's green for me is the ""I fucking hate myself"" HUYA call that I bought when I saw it was $25. I now hate myself more, because somehow that zero DD instinct call is worth more than my MSFT $108 8/31.   *My FD is up 70% in 1 hour. I'm done doing DD, just gonna YOLO until bankruptcy eventually catches up with me.  *Sold at 225% increase, didn't want to hold into Wed/Thurs in case these China talks blew up. I'll gladly double the money and run after last week was red all around.",MSFT,108,8/31,1
Sell my $120 March BYND for 100% gain or keep riding? Only got 1 call unfortunate on Friday,BYND,120,March,1
"Bought back into CRON 12.5 10/19 calls after selling my 9/21 11 calls, can’t wait for the inevitable drop since the market seems to do the exact opposite of what im holding ",CRON,12.5,10/19,1
Bought 200 .04 F 10/25 calls last week sold today for .13! Finally a F win!,F,200 .04,10/25,1
hands went moms spaghetti on my tsm 1/17 $60 calls.  sold and rolled that same strike to 1/24.,tsm,60,1/17,1
15 more mins of this wack ass day.  SPY Jan 18 2019 235.00 Put are worth $7.40+ now  let that sink in on how much further market thinks this can tank.,SPY,235.00,Jan 18 2019,1
Holding GLD $150 9/20 calls do I roll them into further positions or wait a bit,GLD,150,9/20,1
FD's 86 and 87.5 and 4/18 86. When I bought the 86s they were ITM. Bought the 87.5 as my gamble fun,F,87.5,4/18,1
Sold 4/20 msft 95 calls I picked up friday PM at open. ,msft,95,4/20,1
I got 29.5 9/21 after promising myself not to buy AMD puts anymore. Whatevs.,AMD,29.5,9/21,1
Fuck it just bought SPY Aug 9th $287.50p on that pop,SPY,287.,Aug 9th,1
Anyone else buying BABA dip? About to go in on some 1/24 227.5c,BABA,227.5,1/24,1
Someone sell me a 6/7 $120 ROKU call,ROKU,120,6/7,1
Gonna get a couple 1/17 SPY 330 calls over this lunch dip and maybe pick up an AAPL 305,SPY,330,1/17,1
So genuine question. I got caught in FOMO and greed and I doubled down on my put position for SPY 3/13 $270 put and QQQ 3/15 $168.5 put when the market was bottoming out Friday.  My assumption for next week is that we will gap up and test $275 mark and then begin to slide down to $270 maybe even the $266 point.   Now based off my assumption would it be better to sell at Monday market open (for -60%) and rebuy those position when the market hits $275 or hold on to these puts till it “hits” my strike price?,SPY,168.5,3/13,1
August 16 BYND 180 calls.,BYND,180,August 16,1
thoughts on GRUB 34 11/8 1.10 P ??,GRUB,34,11/8,1
How does a $7 $SNAP put for Oct 26th sound?,SNAP,7,Oct 26th,1
10/5 $116 MSFT. Im bout to get rich af tomorrow ,MSFT,116,10/5,1
"$90 MU 9/7 call. They will teach you more than you'd learn anywhere else. Also, ""meme stocks"" is a technical term. They are low risk, high reward plays to dumb your life savings into.",MU,90,9/7,1
"I bought my first call and it was amd $11 for 4/6. Was that a bad decision? I saw that it usually bounced between 10 and 13, but now its at 9",amd,11,4/6,1
Hope we get there. 7/20 $67 Cs,Cs,67,7/20,1
All’ed in 11/13 SPY $310 &amp; $311 CALLS ($1k))                   guh,SPY,310,11/13,1
I cant stop thinking about my Tim Apple 190 call for 3/29...someone on here said I might get my tendies thrown in the garbage.  &amp;#x200B;  Save us Tim Apple.,Tim,190,3/29,1
Oh holy one... Is there anything you can do for my MSFT 11/2 $120 Calls. I'm currently down 50%.   Our savior has been resurrected. HALLELUJAH!,MSFT,120,11/2,1
Pray for my $V 09/21 $148 calls,V,148,09/21,1
I chumped out.  Bought some calls right before that last drop.  Fortunately they are LC JAN 20 2017 10.00 CALL's.  Only $250 on the line though.  Plenty of time to scratch back.,LC,10.00,JAN 20 2017,1
"Bought calls Monday night and held through all the bullshit, sold at ~ 60% gains on both calls I had. Bought 2 more 325.5 spy calls at close for 1/10 and 1/17",spy,325.5,1/10,1
 💦    💦    💦  Bought the fuckin' dip! Picked up SPY 327.50 2/14 for $4.15  💦   💦   💦,SPY,327.50,2/14,1
What y’all think about MU mid August puts 42$?,MU,42,mid,1
Grabbed leap calls $20 1/2021 like 3 weeks ago,leap,20,1/2021,1
I'm in on 4/20 $31 BAC calls! Lets gooooooo!,BAC,31,4/20,1
"BBRY Oct 20 2017 Call $11  Oct 12 - AI vehicle display with Ford and lots of others. Probably won't produce anything newsworthy but hey, maybe it will. QNX as the secure base OS for automated vehicles is being completely ignored right now. When people figure it out and that light bulb goes on. Boom. Still I don't think it happens here.  Oct 16 - Uplisting to NYSE. Maybe being added to a handful of index funds helps?  Oct 17 - Potentially...an up to $1.5 Billion settlement on the Avaya case. Could be pushed back, could be declined, could be less than $1.5, lots of who knows.",BBRY,11,Oct 20 2017,1
I have 11/9 SBUX $58.5 puts.  Hold or cut my losses?  I misplayed ER bigly.,SBUX,58.5,11/9,1
"Well you bought FDs. That's your first problem. I bought Nov 2nd $9.5 puts a few weeks ago, and I made a solid profit. ",FDs,9.5,Nov 2nd,1
I got my first option as a 6/8 $15 AMD OTM call. I simultaneously feel like masturbating with a $100 bill and like cancelling my robinhood account.  is this normal for a newfag?,AMD,15,6/8,1
Still waiting for that tingling in my nuts. If I would have held those Feb 16 SPY 175 puts I would have hit 80% profit right now. Grabbed them as soon as the rate hike pumped the market. Bitched out the next morning for 15%,SPY,175,Feb 16,1
"Long term ROKU calls are solid, got a 1/15/2021 $220 call, this gun be good",ROKU,220,1/15/2021,1
Now I feel like an idiot for holding 43.5 8/3 TWTR calls,TWTR,43.5,8/3,1
Added some 10/19 $10 cron calls this am for .95 maybe win maybe RIP,cron,10,10/19,1
lotto 12/6 250 puts @ .50,lot,250,12/6,1
"I sold off two sets of calls.  Had 30 NVDA 05/11/2018 270.00 C at 0.80 (bought on 5/7) - sold them all for 1.62 on 5/8.  I'll take a double up.  Bought 17 NVDA 05/18/2018 270.00 C at 0.85 on 5/4.  Sold 10 off at 2.55 for a triple up.  Holding the last 7 till tomorrow afternoon (although very tempted to sell them today).    I wager there will be a run up tomorrow with people trying to get in before earnings.  While I am very bullish on NVIDIA in the long term (have 300 shares at $90), I want to be out of my calls before the earnings call.",NVDA,270.00,05/11/2018,1
$165 7/12 FDs down 20%. Give me shitty advice. I have cash to double down.,F,165,7/12,1
Bought 10 $150 msft calls10/25 @ .14 cents. I'm a newbie but wanted to try this. Here's hoping for tendies.,msft,150,10/25,1
I'm 50% into 3 spy 284 puts 10/18.,spy,284,10/18,1
Your limit order to buy 65 contracts of MU $55.5 Call 08/31 executed,MU,55.5,08/31,1
Sold my AMD calls i bought Friday for 80% profit. Bought some SPY April 7 237.50 C.  AMD proof: https://imgur.com/a/IhViR,AMD,237.50,April 7,1
Hmm have 25 calls at $3 for I think July 21... what to do?....,Hmm,3,July 21,1
Is my SPY 297.5c 7/10 gunna be worthless soon,SPY,297.5,7/10,1
We holding these $12 USO calls? Exp is 4/18,USO,12,4/18,1
Well just bought 10 GDX $30 12/20 Calls for 44 cents each... Hope it works because my puts on all kinds of shit is killing me!,GDX,30,12/20,1
I don't sell once I have 5% profit I sell when the option pulls back 5% from its high of the day. If I held the options longer sure there is a chance spy could go to 246 tomorrow and I could make a big profit but there is a much better chance it will go down to 243 and I will loose everything. I'd rather take my grand a day. That's my plan. Some days I sit out if I don't see any signals or patterns I like. I didn't trade yesterday.   I usually do 75 contracts on spy at or just out of the money. Very rarely hold over night. Minimum 4 days until expiration but usually 7-13 days. Today I bought 75 July 19 244.5 calls for .61 and sold for .76. Just under $1100 profit on $4600 investment. ,spy,244.5,July 19,1
Made about 500 bucks this morning off 10/4 $61 calls and lost it on MU calls :(,MU,61,10/4,1
I’ve got me some $157.50/162.50 spreads 02/01. Considering selling my 6 month qqq calls and just going balls deep in aapl weeklies ,qqq,157.50,02/01,1
Should I hold my mo 49.5 calls for next friday,mo,49.5,next,1
So you're the one selling those MU 7/20 $90s.,MU,90s,7/20,1
"Help me understand. You sold your call option, meaning the right to buy TLRY for $190 on September 21 2018, for $10,500? What the hell happened with this stock?",TLRY,190,September 21 2018,1
Which one of you autists picked up 461 $SNAP 10.5p 4/12?,SNAP,10.5,4/12,1
MSFT 10/25 $150 C,MSFT,150,10/25,1
My 1/2 mill worth of $110 MSFT covered calls expires tomorrow. Yay!,MSFT,110,1/2,1
Nah man $BA 350.00 C exp 10/25/19,BA,350.00,10/25/19,1
Dis $134 May 10th calls look good. I don’t see them dipping drastically before earnings.,Dis,134,May 10th,1
"This was posted yesterday too, can’t find a link. I do remember he bought 7/20 AMD $11 puts lol",AMD,11,7/20,1
ADMP 10/19 $5 Calls spiking spiking spiking,ADMP,5,10/19,1
I'll sell fucking 2.50 doge calls for 7/20 at $0.5  Minimum 100 contracts. ,doge,2.50,7/20,1
"Yeah man, it's been a really shitty 2 weeks. Today it all turns around though. My 8/31 $175 FB put FDs that were dead yesterday came back to life. I had a good-til-canceled limit order in case there was some mighty last minute drop this morning. I only made like 15 bucks, but after the ass-raping I've been taking with my stupid FD plays I was glad to salvage my last dollars.  I found that the feeling of breaking even is 10x better than the feeling of making bank. But losing money is 100x worse. After 2 weeks I was almost immune to that queasy feeling, it was just a spiral to the bottom.",FB,175,8/31,1
I'm all in on 5/15 $277 SPY puts and I'm *extremely* confident in my position. Picked up 4 SPY 5/10 $293.5 calls tho for $28 just in case something absolutely bizare happens tho,SPY,277,5/15,1
"If it was a scratch off you were looking for, sell that UNH call bullshit and buy 11/11/19 NFLX 262.5P",NFLX,262.5,11/11/19,1
Sell the Sept GDX $32 call option,GDX,32,Sept,1
Still holding MTCH 6/15 $33 and $35 calls. Should I still hold them closer to the expiry?,MTCH,33,6/15,1
Just picked up some $CGC 8/30 34.5 calls. Please tell me I’m not retarded,CGC,34.5,8/30,1
My AAPL 12/21 calls at $210 are up 160%. Thinking about taking profit and closing them out but there is a lot of time left on them and a lot of extrinsic value. They are also only ~1.5% from being at the money. They also don't expire until the after the next earnings report too.  Sell or hold?,AAPL,210,12/21,1
I've got 4/18 110 calls for MDB... Anyone else playing earnings with me today? ,MDB,110,4/18,1
Holding wwe 90 4/18 calls ,wwe,90,4/18,1
Probably go all in on SPY $200 1/15/21 puts and get on with my life,SPY,200,1/15/21,1
LOL holy FUCK that shit's gotten tanked.  Without doing much research I just YOLO'd some SUNE OCT 2 2015 15.0 Calls.  GLHF.,LOL,15.0,OCT 2 2015,1
I know I shouldn't do it but I tossed another 1k into V Jan $140 calls a bit ago.  Gonna use up all the buying power from selling KO today.,V,140,Jan,1
$13C here but break even of $14.54  exp 11/1.  Ugh,Ugh,14.54,11/1,1
"Someone explain to me why I shouldnt sell put spreads on BB if I'm bullish on it for ER.  This is what I'm looking at Buy to open : Dec 21 7.5P Sell to open : Dec 21 11P Max profit : 319 per spread Max loss 31 per spread.   Serious replies only, tell me why this is a bad idea if I believe BB will be above 7.8 tomorrow    ",BB,7.,Dec 21,1
May 18 $14 calls here lmao im fucked,lmao,14,May 18,1
"Picked up (5) MAT $13 Calls exp. 5/17  right before bell closed, then I ran out of screen time (passcode set by wife for limiting RH).",MAT,13,5/17,1
$9.72 - Spent my last $50 on a $DIS 141c expiring 9/27.  85.6% of my portfolio is a mixture of FSLY calls. I will turn these into cash before the lockout and maybe just chill for a bit.,DIS,9.,9/27,1
Hey bud wanted to say I saw your post and threw a grand at 7/3 $273 spy puts. Sold half my position this morning to secure $1.6k and letting ~$3k ride out till tomorrow to get greedy.   Good call man.,spy,273,7/3,1
I have $100 hanging out.  Where’s my yolo at? NIO $2 11/15?,NIO,2,11/15,1
Does anyone else have CAT contracts? I have 10/19 $145 calls. I don't know if I should take the 10% and sell or keep holding and get some more profit.  How do you think we're looking for the next month? Will the US really go through with tariffs and shake the market up right before the midterms?,CAT,145,10/19,1
HPE 6/08 16.5 calls,HPE,16.5,6/08,1
Bought $GE 14 8/3 calls. All they need to do is have no drama in their earnings and they should moon.,GE,14,8/3,1
Are my APR26 Lyft puts ded? 56.50,de,56.50,APR26,1
2.5k GLD 140 July 19 calls  2.5k 15 SLV September calls (they’re so cheap),GLD,140,July 19,1
$40 JD Calls. JUNE 22ND AND JULY. 8K in calls. Made 100% and some TQQQ and FNGU positions.,JD,40,JUNE 22ND,1
"Bought 3 AMBA $100 Sep 04 Calls this morning (all the money in my YOLO option acccount), and am up $255. You the real MVP",AMBA,100,Sep 04,1
bought 3 MCD 125 Calls expiring Aug 19 for $3.15 (closed at $3.45).  C'mon Pokemon and earnings!,MCD,125,Aug 19,1
Straddle it. Maybe buying Jan 19 $300 spy call and $260 SPY PUT.,spy,300,Jan 19,1
I bought shares at $21. So I'm still up overall for ATVI but I am holding a few Jan $80 calls.,ATVI,80,Jan,1
Yolo $112 DIS calls expiring on Friday.  Free money.  Can’t go tits up.,DIS,112,Friday,1
TSM 1k long on  1/17/20 $60 calls. let's go baby,TSM,60,1/17/20,1
"Spy 284.5 to fuck over 3/15 285-300 call holders, everyone drops puts for calls on fomo for the week. Red quad witch Friday, most trade calls for puts/sell shares,.  Most forget that Friday’s moon from 2:40-4 and have weak hands or theta dick em over.  Most swap back to calls buy near yearly highs, that’s when $SPY tickles 287-290 on Friday AH.  “Market Correction” Monday morning with panic selling remembering what happened in Dec and October.  PPT or some news story comes out begins slow crawl back to 275-280.  This scenario would Dick over the most amount of people, leaving brokerages the most $$$ from commissions.",Spy,284.5,3/15,1
Sq 90 April call,Sq,90,April,1
Saw someone buying AMD 30 calls for June expiry today worth 60K so you may have a chance to get out.,AMD,30,June,1
Someone buy my 9.5 12/14 Ford puts,Ford,9.5,12/14,1
Bought DIS $140 6/19/2020 Calls,DIS,140,6/19/2020,1
to sell my spy $259 calls or hold hmmmmmmmmmmm expires friday,spy,259,friday,1
Buy $TMUS 100 17 Nov 17 67.5 C   And buy $NOK ,TMUS,67.5,17 Nov 17,1
Sit on my 10/19 $10 SNAP puts and pray this shitty app can make me a rich man. ,SNAP,10,10/19,1
In June 25th I bought SPY $280 Puts expiring 8/2.. if I only bought them a few days further out 😢,SPY,280,8/2,1
Bought one 10/2 $SPY $290 put  $MSFT going to fuck that right in the face,SPY,290,10/2,1
I’m in for 20 contracts of 1/11 19.5 AMD calls as well. Good luck dawg ,AMD,19.5,1/11,1
"My AMD $20 calls expired Friday, so this is typical.  You're welcome AMD bagholders.",AMD,20,Friday,1
And if you look really closely you can see it’s time for 8/30 MU $90 calls. ,MU,90,8/30,1
I bought some ETFC $38.5 Puts for 8/30 because I saw some weird volume/open interest on them. It better not be a bust,ETFC,38.5,8/30,1
"luigi bought 10,000 UNH 300 6/2025 puts for $0.01 per contract in 2023",UNH,300,6/2025,1
Chk 3.5 11/16 call   I’m in at .38  for 10 contracts. Expecting to cash out around .5 after 3 - 5 days.,Chk,3.5,11/16,1
Thinking about getting Mu June 2019 $49 Calls even though my positions are down at least 80% overall.,Mu,49,June 2019,1
Spy $317 calls by 12/20,Spy,317,12/20,1
I got $20 1/18/2020 calls. Bought em back when AMD was $16.50ish. AMD to $85 EOY 2019 AMA,E,20,1/18/2020,1
